"0x06012c8cf97bead5deae237070f9587f8e7a266d",32,7233869
"0xa3c1e324ca1ce40db73ed6026c4a177f099b5770",11,20957362
"0x8d12a197cb00d4747a1fe03395095ce2a5cc6819",17,10896341
"0xabc1c404424bdf24c19a5cc5ef8f47781d18eb3e",25,7131576
"0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c",18,8343075
"0x960f401aed58668ef476ef02b2a2d43b83c261d8",43,3266049
"0x06a6a7af298129e3a2ab396c9c06f91d3c54aba8",28,3335426
"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",25,3189692
"0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208",13,5926904
"0x58b6a8a3302369daec383334672404ee733ab239",11,6025324
"0xc0829421c1d260bd3cb3e0f06cfe2d52db2ce315",25,2515237
"0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0",15,3829911
"0x3dbdc81a6edc94c720b0b88fb65dbd7e395fdcf6",27,1960070
"0xfc30a1a7a650d10b20500bc10b06ff8f4b650ad2",12,3447396
"0x223c067f8cf28ae173ee5cafea60ca44c335fecb",30,1185675
"0x8e306b005773bee6ba6a6e8972bc79d766cc15c8",6,5833221
"0x60bf91ac87fee5a78c28f7b67701fbcfa79c18ec",15,2144018
"0x8c9b261faef3b3c2e64ab5e58e04615f8c788099",27,1183980
"0xd26114cd6ee289accf82350c8d8487fedb8a0c07",13,2455398
"0xf230b790e05390fc8295f4d3f60332c93bed42e2",10,3056705
"0xdd9fd6b6f8f7ea932997992bbe67eabb3e316f3c",33,908816
"0xb3337164e91b9f05c87c7662c7ac684e8e0ff3e7",9,3039144
"0xff18a0e035b7d835d47189a000547f041a57f5d0",24,1091867
"0x331d077518216c07c87f4f18ba64cd384c411f84",23,1139044
"0xe41d2489571d322189246dafa5ebde1f4699f498",9,2900221
"0x6090a6e47849629b7245dfa1ca21d94cd15878ef",18,1393050
"0xd2f81cd7a20d60c0d558496c7169a20968389b40",43,569505
"0xf88fdb63dc782dae646cd6c74728ca83f56200e4",29,842096
"0xd73be539d6b2076bab83ca6ba62dfe189abc6bbe",40,601369
"0x4f01001cf69785d4c37f03fd87398849411ccbba",10,2333361
"0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359",17,1356751
"0x4fece400c0d3db0937162ab44bab34445626ecfe",25,908248
"0x427f32e8891f9b87fc01d4494e893e28b2ce47b2",12,1792615
"0x59d2a1370e57427b0ad6342dcf45dec9adfb772d",26,812419
"0x74fd51a98a4a1ecbef8cc43be801cce630e260bd",22,914214
"0xd5b2b327f0b0896336cc24bdfed2d415c96ae800",13,1521483
"0xf46002c37af6fb078ae1833fd447698a0c9012f7",9,2112523
"0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405",17,1112693
"0x1fc7bd85293f3982f40d52698df8d26be89360d6",19,994634
"0x072461a5e18f444b1cf2e8dde6dfb1af39197316",27,692950
"0x448a5065aebb8e423f0896e6c5d525c040f59af3",48,382539
"0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3",17,1065130
"0xb3775fb83f7d12a36e0475abdd1fca35c091efbe",25,688924
"0x03cb0021808442ad5efb61197966aef72a1def96",10,1674747
"0x6f28b146804dba2d6f944c03528a8fdbc673df2c",24,694829
"0x3839416bd0095d97be9b354cbfb0f6807d4d609e",33,494354
"0xb64ffdca47d6c3895608c4e05faba6e617b3a031",15,1076032
"0xedce883162179d4ed5eb9bb2e7dccf494d75b3a0",10,1611775
"0xb1690c08e213a35ed9bab7b318de14420fb57d8c",9,1655143
"0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac",11,1331275
"0x744d70fdbe2ba4cf95131626614a1763df805b9e",18,812175
"0x57b116da40f21f91aec57329ecb763d29c1b2355",37,383619
"0x380070670fb427ae8070631eef6f2d0824d8ce01",28,504649
"0xb8c77482e45f1f44de1745f52c74426c631bdd52",21,637612
"0x798abda6cc246d0edba912092a2a3dbd3d11191b",21,623160
"0xf5b0a3efb8e8e4c201e2a935f110eaaf3ffecb8d",19,652979
"0x6e9f056176b7997a98b9919bfb6642d4ea92a1ba",21,586883
"0x2bd2326c993dfaef84f696526064ff22eba5b362",3,4004650
"0xa62142888aba8370742be823c1782d17a0389da1",42,284449
"0x314159265dd8dbb310642f98f50c066173c1259b",7,1665074
"0x0d8775f648430679a709e98d2b0cb6250d2887ef",12,961415
"0xb89570f6ad742cb1fd440a930d6c2a2ea29c51ee",29,390037
"0x14fbca95be7e99c15cc2996c6c9d841e54b79425",22,500682
"0x10e304a53351b272dc415ad049ad06565ebdfe34",15,734061
"0x75228dce4d82566d93068a8d5d49435216551599",34,318022
"0xa5b46ff9a887180c8fb2d97146398ddfc5fef1cd",11,976081
"0xabc7e6c01237e8eef355bba2bf925a730b714d5f",20,529602
"0xef68e7c694f40c8202821edf525de3782458639f",13,810098
"0x818fc6c2ec5986bc6e2cbf00939d90556ab12ce5",14,717424
"0x8fe19c447821b4cdcdd5012bca1b5469ca96d80d",23,431961
"0x4e8703a59fec01a97d4d2d76271e4f086dbb52fc",9,1084319
"0xd0ba8692bc945efe0638313cab40ab8e4f83191a",24,396763
"0xd7a14019aeeba25e676a1b596bb19b6f37db74d2",24,396763
"0x8a88f04e0c905054d2f33b26bb3a46d7091a039a",24,394157
"0xa74476443119a942de498590fe1f2454d7d4ac0d",9,1016003
"0xdcd74ce660f8335f3840421b06d83a122d0570ff",15,605578
"0x0cf0ee63788a0849fe5297f3407f701e122cc023",17,528654
"0xc3b2ae46792547a96b9f84405e36d0e07edcd05c",8,1118874
"0xe694010c4f1fcd35ebc04ceb60f847caaf2cd6f2",30,298189
"0x75aa01dc00f6aeefe14bd58a5b6cbb091c6dc57b",17,520263
"0x48681684ffcc808c10e519364d31b73662b3e333",10,880933
"0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8",15,582009
"0xd0929d411954c47438dc1d871dd6081f5c5e149c",22,388205
"0x1d3b2638a7cc9f2cb3d298a3da7a90b67e5506ed",4,2115202
"0xf53ad2c6851052a81b42133467480961b2321c09",15,562440
"0xe7d7b37e72510309db27c460378f957b1b04bd5d",12,698674
"0xfbcd5e4dbf9e95ce56d55cb3a4fd72415ca400ff",28,298239
"0xe991247b78f937d7b69cfc00f1a487a293557677",28,298236
"0x276c5c6ca8507ed7bac085fc9b9521f4f54b58d3",6,1358966
"0xd48b633045af65ff636f3c6edd744748351e020d",22,335147
"0xd31b8e0219bd83678978f6db531d9a3f45608894",49,149049
"0xb97048628db6b661d4c2aa833e95dbe1a905b280",13,556300
"0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d",32,225894
"0x6ebeaf8e8e946f0716e6533a6f2cefc83f60e8ab",12,597998
"0xce81bc335ec2818b5926299ab65b7f2a7d882208",8,873133
"0x097b3b7cb01945ba7e76804ddc2fdda2cce6ef43",19,360237
"0xdd974d5c2e2928dea5f71b9825b8b646686bd200",11,621402
"0x03df4c372a29376d2c8df33a1b5f001cd8d68b0e",11,620069
"0xf925a82b8c26520170c8d51b65a7def6364877b3",24,278411
"0x26b5748f9253363f95e37767e9ed7986877a4b1b",13,510241
"0x3f5fa71ea48ae374faae502afa2e27715484c3b7",20,326448
"0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5",34,190418
"0xb2233fcec42c588ee71a594d9a25aa695345426c",2,3230660
"0xd1997064f0fef8748c1de9b5ba53468c548738b3",5,1279612
"0x7fdcd2a1e52f10c28cb7732f46393e297ecadda1",33,193446
"0xc5bbae50781be1669306b9e001eff57a2957b09d",17,366805
"0xd850942ef8811f2a866692a623011bde52a462c1",14,437885
"0x519475b31653e46d20cd09f9fdcf3b12bdacb4f5",6,1011993
"0xaa86bb5ce320e7e425af0caf988f2c3a5e0b8338",19,316298
"0x12459c951127e0c374ff9105dda097662a027093",12,489802
"0xf7a6e15dfd5cdd9ef12711bd757a9b6021abf643",35,164927
"0x419d0d8bdd9af5e606ae2232ed285aff190e711b",16,354258
"0x63825c174ab367968ec60f061753d3bbd36a0d8f",20,283292
"0xc6725ae749677f21e4d8f85f41cfb6de49b9db29",24,234891
"0x0f5d2fb29fb7d3cfee444a200298f468908cc942",13,433557
"0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2",15,375518
"0x0e69d0a2bbb30abcb7e5cfea0e4fde19c00a8d47",10,561128
"0xf3e014fe81267870624132ef3a646b8e83853a96",10,556832
"0xf97e0a5b616dffc913e72455fde9ea8bbe946a2b",4,1382467
"0xe6a51bd48f93abcd6c1d532112094044971d8d4e",15,368563
"0x0e50e6d6bb434938d8fe670a2d7a14cd128eb50f",4,1362749
"0x41e5560054824ea6b0732e656e3ad64e20e94e45",11,495414
"0x814d371e4f77bd94079fab6acc91c9c0331b08d9",25,217590
"0x4092678e4e78230f46a1534c0fbc8fa39780892b",10,541072
